Car_name,Model_year,Present_price,Cost_price,Reselling_price,Km_driven,Fuel,Seller,transmission,owner,Seats,Location,Mileage,Engine,Power
Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,8.7,8.3,8.45,77350,Diesel,Dealer,Automatic,First Owner,5,Kochi,19.12 kmpl,1373 CC,91.1 bhp
Maruti Swift Dzire VDI,2015,6.7,6.3,6.45,61187,Diesel,Dealer,Manual,First Owner,5,Chennai,20.54 kmpl,1598 CC,103.6 bhp
Mahindra Xylo E6,2009,7.2,6.8,6.95,68350,Diesel,Dealer,Manual,First Owner,5,Chennai,17.0 kmpl,1197 CC,80 bhp
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,4.8,4.4,4.55,81150,Diesel,Dealer,Manual,First Owner,5,Hyderabad,14.53 kmpl,1798 CC,138.1 bhp
Hyundai Grand i10 1.2 Kappa Asta,2019,6.3,5.9,6.05,30000,Petrol,Individual,Manual,First Owner,5,Kolkata,25.1 kmpl,1498 CC,98.6 bhp
Maruti Ciaz ZXi,2015,4.8,4.4,4.55,30000,Petrol,Individual,Manual,First Owner,5,Pune,20.4 kmpl,1197 CC,81.80 bhp
Maruti Swift Vdi BSIII,2009,7.5,7.1,7.25,120000,Diesel,Individual,Manual,Second Owner,5,Pune,14.21 kmpl,2143 CC,203 bhp
Ford Figo Diesel Titanium,2012,4.7,4.3,4.45,180000,Diesel,Individual,Manual,First Owner,7,Mumbai,12.99 kmpl,2494 CC,100.6 bhp
Fiat Palio 1.2 Sport,2007,7.3,6.9,7.05,50000,Petrol,Individual,Manual,Second Owner,5,Pune,16.1 kmpl,1298 CC,88.2 bhp
Tata Manza Aqua Quadrajet BS IV,2010,9.4,9,9.15,80000,Diesel,Individual,Manual,First Owner,5,Coimbatore,19.27 kmpl,2143 CC,167.62 bhp
Mahindra Verito 1.5 D2 BSIII,2011,8.1,7.7,7.85,280000,Diesel,Individual,Manual,First Owner,5,Kolkata,18.9 kmpl,1197 CC,82 bhp
Hyundai Creta 1.6 CRDi SX Option,2015,3.6,3.2,3.35,90000,Diesel,Individual,Manual,Second Owner,5,Mumbai,18.9 kmpl,998 CC,67.1 bhp
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,11,10.6,10.75,250000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,22.77 kmpl,1498 CC,98.59 bhp
Chevrolet Cruze LT,2012,4.5,4.1,4.25,90000,Diesel,Individual,Manual,Fourth & Above Owner,5,Coimbatore,16.47 kmpl,1198 CC,74 bhp
Maruti Swift Dzire LDi,2010,7.2,6.8,6.95,110000,Diesel,Individual,Manual,Third Owner,5,Kochi,17.01 kmpl,1591 CC,121.3 bhp
Maruti Zen LX,2000,7.4,7,7.15,80000,Petrol,Individual,Manual,Second Owner,5,Ahmedabad,24.04 kmpl,999 CC,67 bhp
Fiat Punto EVO 1.3 Dynamic,2016,6.5,6.1,6.25,35000,Diesel,Individual,Manual,First Owner,5,Coimbatore,16.5 kmpl,1198 CC,86.8 bhp
Hyundai EON Era Plus,2018,5.6,5.2,5.35,15000,Petrol,Individual,Manual,First Owner,5,Kochi,18.16 kmpl,1196 CC,86.8 bhp
Maruti Alto LXi BSIII,2010,6.5,6.1,6.25,52000,Petrol,Individual,Manual,Second Owner,7,Bangalore,11.5 kmpl,2982 CC,171 bhp
Volkswagen Jetta 1.9 TDI Trendline,2009,4.6,4.2,4.35,140000,Diesel,Individual,Manual,First Owner,5,Ahmedabad,25.0 kmpl,1396 CC,69.01 bhp
Maruti Swift VXI,2013,6.5,6.1,6.25,60000,Petrol,Individual,Manual,Second Owner,5,Chennai,25.83 kmpl,1498 CC,99 bhp
Maruti Alto 800 LXI,2018,4.5,4.1,4.25,17000,Petrol,Individual,Manual,First Owner,5,Jaipur,23.4 kmpl,1248 CC,74 bhp
Chevrolet Beat LS,2016,4.7,4.3,4.45,70000,Petrol,Individual,Manual,Third Owner,5,Pune,23.08 kmpl,1461 CC,63.1 bhp
Maruti Zen LX,2001,8.6,8.2,8.35,97000,Petrol,Individual,Manual,Fourth & Above Owner,5,Delhi,19.3 kmpl,1968 CC,141 bhp
Ford Figo Diesel ZXI,2012,5.7,5.3,5.45,125000,Diesel,Individual,Manual,Second Owner,5,Hyderabad,16.96 kmpl,1968 CC,138.03 bhp
Tata Indica GLS BS IV,2010,4.6,4.2,4.35,300000,Petrol,Individual,Manual,Third Owner,7,Coimbatore,12.07 kmpl,2967 CC,241.4 bhp
Mahindra XUV500 W8 2WD,2015,6.3,5.9,6.05,120000,Diesel,Individual,Manual,Second Owner,5,Pune,17.0 kmpl,1197 CC,80 bhp
Hyundai i20 Asta 1.4 CRDi,2015,8.2,7.8,7.95,87000,Diesel,Individual,Manual,First Owner,4,Delhi,16.07 kmpl,1995 CC,181 bhp
Fiat Punto 1.3 Emotion,2010,9.7,9.3,9.45,75000,Diesel,Individual,Manual,Third Owner,5,Kolkata,21.19 kmpl,1396 CC,88.73 bhp
Tata Indigo Grand Petrol,2014,4.6,4.2,4.35,60000,Petrol,Individual,Manual,Second Owner,8,Chennai,12.7 kmpl,2609 CC,116.6 bhp
Hyundai Creta 1.6 VTVT S,2015,5.4,5,5.15,25000,Petrol,Individual,Manual,First Owner,0,Hyderabad,10.5 kmpl,3197 CC,null bhp
Hyundai i20 Active 1.2 SX,2016,5.59,5.19,5.34,26000,Petrol,Individual,Manual,First Owner,5,Kolkata,20.0 kmpl,1399 CC,68.05 bhp
Maruti Celerio Green VXI,2017,9.54,9.14,9.29,78000,CNG,Individual,Manual,First Owner,5,Mumbai,9.8 kmpl,2354 CC,180 bhp
Hyundai i20 Active 1.2 SX,2016,9.85,9.45,9.6,26000,Petrol,Individual,Manual,First Owner,5,Bangalore,21.9 kmpl,1396 CC,88.76 bhp
Chevrolet Sail 1.2 Base,2015,4.15,3.75,3.9,35000,Petrol,Individual,Manual,First Owner,5,Mumbai,16.36 kmpl,2179 CC,187.7 bhp
Tata Indigo Grand Petrol,2014,6.87,6.47,6.62,100000,Petrol,Individual,Manual,First Owner,5,Mumbai,17.1 kmpl,1591 CC,121.4 bhp
Tata New Safari 4X2,2007,9.83,9.43,9.58,80000,Petrol,Individual,Manual,Second Owner,5,Kolkata,17.4 kmpl,1497 CC,117.3 bhp
Maruti Wagon R LXI,2004,8.12,7.72,7.87,90000,Petrol,Individual,Manual,Fourth & Above Owner,5,Mumbai,18.5 kmpl,1197 CC,82.85 bhp
Chevrolet Sail Hatchback LT ABS,2013,8.61,8.21,8.36,80000,Diesel,Individual,Manual,First Owner,5,Chennai,19.4 kmpl,1198 CC,86.8 bhp
Honda City 1.3 EXI,2002,8.89,8.49,8.64,100000,Petrol,Individual,Manual,First Owner,5,Kolkata,21.9 kmpl,1396 CC,88.76 bhp
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,8.92,8.52,8.67,20000,Diesel,Individual,Manual,First Owner,5,Mumbai,10.4 kmpl,2393 CC,163.5 bhp
Maruti Swift VXI,2019,3.6,3.2,3.35,51000,Petrol,Individual,Manual,First Owner,5,Hyderabad,19.0 kmpl,998 CC,66.1 bhp
Maruti Alto LX BSIII,2008,10.38,9.98,10.13,120000,Petrol,Individual,Manual,Second Owner,5,Pune,20.3 kmpl,,
Hyundai EON Era Plus Sports Edition,2014,9.94,9.54,9.69,55000,Petrol,Individual,Manual,First Owner,5,Chennai,19.7 kmpl,796 CC,46.3 bhp
Hyundai EON Magna Plus,2018,7.71,7.31,7.46,6000,Petrol,Individual,Manual,First Owner,7,Jaipur,16.0 kmpl,2179 CC,140 bhp
Maruti Alto LXi,2011,7.21,6.81,6.96,40000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,22.9 kmpl,1248 CC,74 bhp
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,10.79,10.39,10.54,15000,Petrol,Individual,Automatic,First Owner,5,Mumbai,17.05 kmpl,1995 CC,184 bhp
Ambassador CLASSIC 1500 DSL AC,2005,10.79,10.39,10.54,50000,Diesel,Individual,Manual,Second Owner,5,Mumbai,14.3 kmpl,1968 CC,140 bhp
Fiat Linea T Jet Emotion,2010,10.79,10.39,10.54,90000,Petrol,Individual,Manual,Second Owner,5,Bangalore,16.09 kmpl,1995 CC,184 bhp
Renault Scala Diesel RxL,2013,5.09,4.69,4.84,38500,Diesel,Individual,Manual,First Owner,5,Kolkata,18.5 kmpl,1197 CC,85.80 bhp
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,7.98,7.58,7.73,35000,Petrol,Individual,Manual,First Owner,5,Jaipur,21.9 kmpl,1396 CC,88.76 bhp
Maruti Gypsy King HT BSIV,2001,3.95,3.55,3.7,49359,Petrol,Individual,Manual,Third Owner,5,Kolkata,25.2 kmpl,1248 CC,74 bhp
Maruti 800 AC Uniq,2005,5.71,5.31,5.46,70000,Petrol,Individual,Manual,Second Owner,5,Delhi,11.7 kmpl,1796 CC,178 bhp
Maruti Wagon R LXI Minor,2008,8.01,7.61,7.76,90000,Petrol,Individual,Manual,Second Owner,5,Chennai,14.28 kmpl,1798 CC,138.03 bhp
Maruti Wagon R VXI BS IV,2010,3.46,3.06,3.21,50000,Petrol,Individual,Manual,Second Owner,5,Kolkata,22.32 kmpl,1582 CC,126.32 bhp
Toyota Innova 2.5 VX 8 STR,2012,4.41,4.01,4.16,108731,Diesel,Individual,Manual,First Owner,5,Kochi,19.01 kmpl,1461 CC,108.45 bhp
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2010,4.99,4.59,4.74,120000,Diesel,Individual,Manual,First Owner,5,Chennai,17.8 kmpl,1248 CC,75 bhp
Maruti Wagon R VXI BSIII,2012,5.87,5.47,5.62,40000,Petrol,Individual,Manual,Second Owner,5,Jaipur,24.07 kmpl,998 CC,67.1 bhp
Ford Ecosport 1.5 DV5 MT Titanium,2014,6.49,6.09,6.24,120000,Diesel,Individual,Manual,First Owner,5,Coimbatore,13.0 kmpl,1591 CC,121.3 bhp
Toyota Corolla H2,2005,3.95,3.55,3.7,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,Delhi,15.04 kmpl,1991 CC,183 bhp
Maruti Ritz VDi,2012,10.38,9.98,10.13,110000,Diesel,Individual,Manual,Fourth & Above Owner,5,Kolkata,10.1 kmpl,2354 CC,152 bhp
Hyundai EON Magna Plus,2014,5.98,5.58,5.73,80000,Petrol,Individual,Manual,First Owner,5,Hyderabad,22.7 kmpl,1498 CC,89.84 bhp
Nissan Micra Diesel XV,2013,4.89,4.49,4.64,90000,Diesel,Individual,Manual,First Owner,5,Coimbatore,13.0 kmpl,2143 CC,204 bhp
Mahindra TUV 300 mHAWK100 T8,2017,7.49,7.09,7.24,60000,Diesel,Individual,Manual,First Owner,5,Delhi,24.0 kmpl,1120 CC,70 bhp
Hyundai Verna SX AT Diesel,2009,9.95,9.55,9.7,75000,Diesel,Dealer,Automatic,First Owner,5,Hyderabad,16.6 kmpl,1388 CC,68 bhp
Hyundai EON Magna Plus,2018,8.06,7.66,7.81,20000,Petrol,Individual,Manual,First Owner,5,Kolkata,17.6 kmpl,1582 CC,126.2 bhp
Hyundai Xcent 1.2 CRDi E,2017,7.74,7.34,7.49,80000,Diesel,Individual,Manual,First Owner,5,Delhi,19.0 kmpl,998 CC,66.1 bhp
Maruti Zen LX - BS III,2006,7.2,6.8,6.95,105700,Petrol,Individual,Manual,First Owner,5,Kochi,23.2 kmpl,1248 CC,73.94 bhp
Maruti Celerio VXI Optional,2017,2.28,1.88,2.03,14000,Petrol,Dealer,Manual,First Owner,5,Kochi,17.8 kmpl,1497 CC,117.3 bhp
Chevrolet Spark 1.0,2010,3.76,3.36,3.51,70000,Petrol,Individual,Manual,First Owner,7,Coimbatore,12.99 kmpl,2494 CC,100.6 bhp
Maruti Alto 800 LXI Optional,2019,7.98,7.58,7.73,28000,Petrol,Dealer,Manual,First Owner,7,Mumbai,11.8 kmpl,3498 CC,272 bhp
Maruti Eeco 7 Seater Standard BSIV,2017,7.87,7.47,7.62,51000,Petrol,Dealer,Manual,First Owner,5,Mumbai,21.14 kmpl,1498 CC,103.52 bhp
Maruti Alto 800 LXI Opt BSIV,2018,3.98,3.58,3.73,56000,Petrol,Dealer,Manual,First Owner,5,Mumbai,15.8 kmpl,1499 CC,110 bhp
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,7.15,6.75,6.9,35000,Diesel,Individual,Automatic,First Owner,5,Chennai,23.1 kmpl,998 CC,67.04 bhp
Maruti Esteem Lxi - BSIII,2005,8.06,7.66,7.81,24000,Petrol,Individual,Manual,First Owner,5,Mumbai,15.04 kmpl,1598 CC,103.6 bhp
Maruti Alto K10 VXI Optional,2014,2.69,2.29,2.44,64000,Petrol,Dealer,Manual,Second Owner,5,Ahmedabad,13.5 kmpl,2400 CC,215 bhp
Tata Indigo TDI,2009,12.04,11.64,11.79,120000,Diesel,Individual,Manual,Third Owner,5,Ahmedabad,23.59 kmpl,1364 CC,67.04 bhp
Maruti Alto LXi,2011,4.89,4.49,4.64,37091,Petrol,Individual,Manual,First Owner,5,Jaipur,19.4 kmpl,1405 CC,70 bhp
Volvo XC 90 D5 Inscription BSIV,2017,4.15,3.75,3.9,80000,Diesel,Individual,Automatic,First Owner,5,Pune,18.0 kmpl,1497 CC,117.3 bhp
Maruti Alto K10 VXI,2018,7.71,7.31,7.46,38900,Petrol,Individual,Manual,Third Owner,5,Delhi,17.0 kmpl,1497 CC,118 bhp
Hyundai Creta 1.6 CRDi SX Plus,2016,9.29,8.89,9.04,60000,Diesel,Individual,Manual,Third Owner,5,Hyderabad,18.7 kmpl,1896 CC,66 bhp
Maruti Wagon R LXI Minor,2008,30.61,30.21,30.36,110000,Petrol,Individual,Manual,Third Owner,5,Kolkata,14.53 kmpl,1798 CC,138 bhp
Volkswagen Vento Diesel Trendline,2011,30.61,30.21,30.36,100000,Diesel,Individual,Manual,Second Owner,5,Delhi,16.78 kmpl,1496 CC,88.73 bhp
Hyundai Creta 1.6 CRDi SX,2016,19.77,19.37,19.52,85000,Diesel,Individual,Manual,First Owner,5,Bangalore,17.05 kmpl,1995 CC,184 bhp
Tata Indica Vista Quadrajet LS,2012,30.61,30.21,30.36,140000,Diesel,Individual,Manual,First Owner,5,Kolkata,16.4 kmpl,1497 CC,78 bhp
Renault KWID RXT,2017,10.21,9.81,9.96,20000,Petrol,Individual,Manual,First Owner,5,Delhi,22.54 kmpl,1396 CC,88.73 bhp
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,15.04,14.64,14.79,15000,Petrol,Individual,Manual,First Owner,5,Delhi,13.0 kmpl,2987 CC,261.5 bhp
Mahindra TUV 300 T10 Dual Tone,2018,7.27,6.87,7.02,40000,Diesel,Individual,Manual,First Owner,5,Ahmedabad,19.67 kmpl,1582 CC,126.2 bhp
Honda Jazz 1.2 S i VTEC,2017,18.54,18.14,18.29,50000,Petrol,Individual,Manual,First Owner,5,Jaipur,15.73 kmpl,1968 CC,174.33 bhp
Hyundai EON Era Plus,2018,6.8,6.4,6.55,20000,Petrol,Individual,Manual,First Owner,5,Delhi,12.63 kmpl,2179 CC,147.5 bhp
Mahindra XUV500 W7 AT BSIV,2018,35.96,35.56,35.71,50000,Diesel,Individual,Automatic,First Owner,5,Hyderabad,21.66 kmpl,1498 CC,103.52 bhp
Mahindra Thar CRDe AC,2014,18.61,18.21,18.36,100000,Diesel,Individual,Manual,Second Owner,5,Coimbatore,23.1 kmpl,998 CC,67.04 bhp
Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,7.7,7.3,7.45,9400,Petrol,Individual,Manual,First Owner,4,Mumbai,11.05 kmpl,2894 CC,444 bhp
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,35.96,35.56,35.71,12000,Diesel,Individual,Manual,First Owner,5,Mumbai,20.73 kmpl,1373 CC,91.1 bhp
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,35.96,35.56,35.71,14100,CNG,Dealer,Manual,First Owner,5,Coimbatore,14.16 kmpl,1968 CC,174.3 bhp
Maruti Celerio ZXI,2016,36.23,35.83,35.98,21000,Petrol,Dealer,Manual,First Owner,5,Coimbatore,20.0 kmpl,1399 CC,68 bhp
Hyundai i10 Magna,2011,6.95,6.55,6.7,28000,Petrol,Dealer,Manual,First Owner,5,Kochi,18.88 kmpl,999 CC,123.37 bhp
Maruti Ertiga SHVS ZDI Plus,2017,23.15,22.75,22.9,35000,Diesel,Dealer,Manual,First Owner,5,Delhi,17.0 kmpl,1497 CC,118 bhp
Hyundai Verna 1.6 CRDi AT SX,2017,20.45,20.05,20.2,31000,Diesel,Dealer,Automatic,First Owner,5,Hyderabad,16.36 kmpl,2179 CC,187.7 bhp
Maruti Ertiga SHVS ZDI,2016,13.74,13.34,13.49,58000,Diesel,Dealer,Manual,First Owner,5,Mumbai,20.4 kmpl,1197 CC,81.80 bhp
Maruti Wagon R VXI Minor,2012,20.91,20.51,20.66,25000,Petrol,Individual,Manual,First Owner,5,Coimbatore,22.48 kmpl,1995 CC,190 bhp
Hyundai i20 1.2 Asta,2011,6.76,6.36,6.51,72000,Petrol,Dealer,Manual,First Owner,5,Coimbatore,15.0 kmpl,2143 CC,107.3 bhp
Maruti Ertiga ZDI,2013,12.48,12.08,12.23,89000,Diesel,Dealer,Manual,First Owner,5,Mumbai,19.4 kmpl,1198 CC,86.8 bhp
Toyota Innova 2.5 V Diesel 8-seater,2012,18.61,18.21,18.36,160000,Diesel,Dealer,Manual,First Owner,5,Mumbai,18.6 kmpl,1197 CC,81.83 bhp
Ford Figo Petrol ZXI,2012,5.71,5.31,5.46,30000,Petrol,Individual,Manual,Third Owner,5,Mumbai,16.8 kmpl,1405 CC,68 bhp
Hyundai i10 Sportz 1.1L,2014,8.93,8.53,8.68,37555,Petrol,Dealer,Manual,First Owner,7,Delhi,11.5 kmpl,2982 CC,171 bhp
Maruti Wagon R VXI BS IV,2018,6.8,6.4,6.55,14000,Petrol,Dealer,Manual,First Owner,5,Mumbai,19.81 kmpl,1086 CC,68.05 bhp
Maruti Ertiga VXI CNG,2014,14.68,14.28,14.43,56600,CNG,Dealer,Manual,First Owner,5,Kochi,17.0 kmpl,1197 CC,80 bhp
Mahindra Scorpio EX,2013,12.35,11.95,12.1,110000,Diesel,Individual,Manual,First Owner,5,Kochi,15.4 kmpl,1590 CC,null bhp
Maruti Vitara Brezza VDi Option,2017,22.83,22.43,22.58,50000,Diesel,Individual,Manual,First Owner,5,Pune,15.5 kmpl,1198 CC,86.7 bhp
Maruti Alto 800 VXI,2019,30.61,30.21,30.36,5000,Petrol,Individual,Manual,First Owner,5,Hyderabad,13.33 kmpl,2993 CC,255 bhp
Chevrolet Sail 1.2 Base,2014,14.89,14.49,14.64,100000,Petrol,Individual,Manual,Second Owner,5,Mumbai,23.59 kmpl,1364 CC,null bhp
Toyota Etios Liva GD SP,2012,7.85,7.45,7.6,120000,Diesel,Individual,Manual,First Owner,5,Pune,16.95 kmpl,1197 CC,78.9 bhp
Maruti Swift VXI BSIII,2009,25.39,24.99,25.14,67580,Petrol,Individual,Manual,Second Owner,5,Hyderabad,22.07 kmpl,1199 CC,73.9 bhp
Hyundai Santro Xing GLS,2009,13.46,13.06,13.21,100000,Petrol,Individual,Manual,Third Owner,5,Coimbatore,21.1 kmpl,998 CC,100 bhp
Maruti Esteem Lxi,2004,13.46,13.06,13.21,60000,Petrol,Individual,Manual,First Owner,5,Ahmedabad,21.9 kmpl,1396 CC,88.76 bhp
Ford Figo Diesel Titanium,2014,23.73,23.33,23.48,125000,Diesel,Individual,Manual,Second Owner,5,Chennai,11.3 kmpl,1794 CC,125 bhp
Mahindra Scorpio 2.6 Turbo 7 Str,2008,92.6,92.2,92.35,120000,Diesel,Individual,Manual,Second Owner,7,Pune,12.99 kmpl,2494 CC,100.6 bhp
Hyundai Verna CRDi SX,2010,13.74,13.34,13.49,130000,Diesel,Individual,Manual,Second Owner,5,Pune,23.1 kmpl,998 CC,67.04 bhp
Maruti 800 AC,2009,6.05,5.65,5.8,250000,Petrol,Individual,Manual,Second Owner,5,Hyderabad,19.3 kmpl,1968 CC,141 bhp
Hyundai Creta 1.6 CRDi SX,2016,6.76,6.36,6.51,52600,Diesel,Individual,Manual,First Owner,7,Kochi,17.3 kmpl,1497 CC,117.3 bhp
Honda City i DTEC S,2014,18.61,18.21,18.36,82000,Diesel,Individual,Manual,First Owner,5,Delhi,23.9 kmpl,1582 CC,126.2 bhp
Hyundai Grand i10 1.2 Kappa Magna AT,2017,16.09,15.69,15.84,19890,Petrol,Dealer,Automatic,First Owner,5,Coimbatore,17.0 kmpl,1497 CC,118 bhp
Mahindra Verito Vibe 1.5 dCi D6,2015,13.7,13.3,13.45,40000,Diesel,Individual,Manual,First Owner,5,Chennai,19.68 kmpl,1399 CC,67 bhp
Nissan Sunny XL D,2013,30.61,30.21,30.36,78000,Diesel,Dealer,Manual,First Owner,5,Delhi,26.21 kmpl,1248 CC,88.5 bhp
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,22.78,22.38,22.53,48238,Petrol,Trustmark Dealer,Automatic,First Owner,5,Pune,18.9 kmpl,998 CC,67.1 bhp
Hyundai i20 1.2 Magna Executive,2016,18.61,18.21,18.36,38365,Petrol,Dealer,Manual,First Owner,5,Coimbatore,14.94 kmpl,2967 CC,241.4 bhp
Mahindra XUV500 W10 1.99 mHawk,2016,25.39,24.99,25.14,23670,Diesel,Trustmark Dealer,Manual,First Owner,5,Coimbatore,19.16 kmpl,2487 CC,175.67 bhp
Maruti Baleno Zeta 1.2,2017,18.64,18.24,18.39,49834,Petrol,Trustmark Dealer,Manual,First Owner,5,Coimbatore,18.6 kmpl,1197 CC,81.83 bhp
Honda Brio S MT,2013,18.61,18.21,18.36,57353,Petrol,Trustmark Dealer,Manual,First Owner,5,Delhi,21.4 km/kg,1586 CC,103.3 bhp
Maruti Swift DDiS VDI,2015,20.45,20.05,20.2,68308,Diesel,Trustmark Dealer,Manual,First Owner,5,Delhi,18.9 kmpl,1197 CC,81.86 bhp
Honda City i DTEC SV,2015,1.9,1.5,1.65,63240,Diesel,Trustmark Dealer,Manual,First Owner,5,Chennai,22.07 kmpl,1199 CC,73.9 bhp
Mahindra Scorpio 1.99 S4,2016,1.82,1.42,1.57,60000,Diesel,Individual,Manual,First Owner,5,Chennai,15.97 kmpl,2993 CC,258 bhp
Maruti Alto LXi,2008,1.78,1.38,1.53,100000,Petrol,Individual,Manual,First Owner,5,Kochi,16.47 kmpl,1198 CC,73.9 bhp
Tata Manza Aura Safire BS IV,2013,1.6,1.2,1.35,60000,Petrol,Individual,Manual,First Owner,5,Jaipur,20.45 kmpl,1461 CC,83.8 bhp
Toyota Innova 2.5 GX 8 STR BSIV,2012,1.47,1.07,1.22,90000,Diesel,Individual,Manual,First Owner,5,Coimbatore,14.67 kmpl,1798 CC,177.46 bhp
Tata Harrier XE,2020,2.37,1.97,2.12,1000,Diesel,Individual,Manual,First Owner,5,Delhi,14.16 kmpl,1968 CC,174.3 bhp
Ford Ecosport 1.5 Petrol Ambiente,2017,3.45,3.05,3.2,6000,Petrol,Individual,Manual,First Owner,5,Hyderabad,27.39 kmpl,1248 CC,74 bhp
Tata Tiago 1.05 Revotorq XM,2017,1.5,1.1,1.25,50000,Diesel,Individual,Manual,First Owner,5,Delhi,16.47 kmpl,1198 CC,73.9 bhp
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,1.5,1.1,1.25,90000,Diesel,Individual,Manual,Third Owner,6,Coimbatore,13.5 kmpl,2477 CC,175.56 bhp
Maruti Eeco 5 Seater AC BSIV,2017,1.47,1.07,1.22,30000,Petrol,Dealer,Manual,First Owner,5,Mumbai,20.73 kmpl,1373 CC,91.1 bhp
Tata Indica Vista Quadrajet LS,2012,1.78,1.38,1.53,140000,Diesel,Individual,Manual,First Owner,5,Kochi,19.87 kmpl,1461 CC,83.8 bhp
Hyundai Verna SX,2007,1.5,1.1,1.25,65000,Petrol,Dealer,Manual,First Owner,5,Mumbai,21.1 kmpl,814 CC,55.2 bhp
Honda Jazz 1.5 VX i DTEC,2015,2.4,2,2.15,38000,Diesel,Individual,Manual,First Owner,5,Pune,10.8 kmpl,2354 CC,152 bhp
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,1.4,1,1.15,80000,Diesel,Individual,Manual,First Owner,5,Bangalore,17.01 kmpl,1591 CC,121.3 bhp
Hyundai Verna i (Petrol),2007,1.47,1.07,1.22,50000,Petrol,Individual,Manual,Second Owner,5,Kolkata,14.28 kmpl,1798 CC,138.03 bhp
Hyundai Santro Xing XO,2006,1.47,1.07,1.22,110000,Petrol,Individual,Manual,First Owner,5,Kochi,15.5 kmpl,1586 CC,103.3 bhp
Maruti SX4 Celebration Petrol,2012,1.47,1.07,1.22,90000,Petrol,Individual,Manual,Second Owner,5,Coimbatore,16.47 kmpl,1198 CC,73.9 bhp
Hyundai i20 Active S Diesel,2018,1.9,1.5,1.65,37000,Diesel,Dealer,Manual,First Owner,5,Bangalore,14.16 kmpl,1968 CC,174.3 bhp
Maruti Alto 800 LXI,2018,1.47,1.07,1.22,30000,Petrol,Dealer,Manual,First Owner,5,Coimbatore,17.0 kmpl,1497 CC,118 bhp
Honda Amaze V CVT Petrol BSIV,2018,1.9,1.5,1.65,26000,Petrol,Dealer,Automatic,First Owner,5,Pune,22.5 kmpl,998 CC,67.04 bhp
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,1.26,0.86,1.01,128000,Petrol,Individual,Manual,First Owner,6,Bangalore,13.5 kmpl,2477 CC,175.56 bhp
Maruti Ciaz ZXi,2016,1.5,1.1,1.25,30000,Petrol,Dealer,Manual,First Owner,5,Hyderabad,14.7 kmpl,1798 CC,177.5 bhp
Hyundai i20 Active SX Petrol,2016,1.17,0.77,0.92,23000,Petrol,Dealer,Manual,First Owner,5,Kochi,19.67 kmpl,1582 CC,126.2 bhp
Tata Indigo CR4,2012,1.47,1.07,1.22,120000,Diesel,Individual,Manual,First Owner,5,Hyderabad,19.7 kmpl,796 CC,46.3 bhp
Hyundai i10 Magna,2012,1.75,1.35,1.5,40000,Petrol,Dealer,Manual,First Owner,5,Pune,16.8 kmpl,1497 CC,116.3 bhp
Nissan Terrano XL 85 PS,2014,1.75,1.35,1.5,27000,Diesel,Dealer,Manual,First Owner,5,Chennai,22.7 kmpl,799 CC,53 bhp
Tata New Safari DICOR 2.2 EX 4x2,2012,0.95,0.55,0.7,65000,Diesel,Dealer,Manual,First Owner,5,Pune,17.67 kmpl,1968 CC,138.08 bhp
Hyundai EON Magna Plus,2015,0.8,0.4,0.55,32000,Petrol,Dealer,Manual,First Owner,5,Delhi,14.8 kmpl,1595 CC,120.7 bhp
Maruti Swift 1.3 VXi,2009,0.87,0.47,0.62,52536,Petrol,Individual,Manual,First Owner,5,Mumbai,17.21 kmpl,1197 CC,103.6 bhp
Mahindra Xylo E4,2011,0.84,0.44,0.59,100000,Diesel,Individual,Manual,Second Owner,5,Coimbatore,22.77 kmpl,1498 CC,98.59 bhp
Maruti Ritz VXI,2009,0.87,0.47,0.62,80000,Petrol,Individual,Manual,First Owner,5,Coimbatore,15.29 kmpl,1591 CC,121.3 bhp
Hyundai Creta 1.6 CRDi SX,2016,0.82,0.42,0.57,90000,Diesel,Individual,Manual,First Owner,7,Coimbatore,14.24 kmpl,2755 CC,174.5 bhp
Maruti Zen LXI,2003,0.95,0.55,0.7,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,Chennai,20.85 kmpl,1197 CC,83.14 bhp
Hyundai Xcent 1.2 CRDi SX,2015,0.95,0.55,0.7,55000,Diesel,Dealer,Manual,First Owner,5,Coimbatore,17.0 kmpl,1197 CC,80 bhp
